,stripped,readable
281,credit come exclusively bank bank private public own establish state lower interest rate help farmer,The credit comes exclusively from Banque Agricole which is private public-owned; established by the state to lower interest rates and help farmers.
282,another financial system commercial bank high rate interest microfinance low commercial bank high bank bank,"But now there's another financial system of commercial banks with higher rates of interest, and microfinance which is lower than commercial bank but higher than Banque Agricole."
283,cooperative go bank outside bank bank punish default ba loss credit farmer move forward,Coops go to banks outside the Banque Agricole if they're being punished after defaulting with BA (loss of credit for all farmers moving forward).
284,even go miller finance input exchange paddy afterwards,"They'll even go to the miller, who finance inputs in exchange for some paddy afterwards."
285,dr fall say pretty common someone default usually cooperative use land credit trick cooperative whole default,"Dr. Fall says it's pretty common for someone to default, but usually the coops use the land-for-credit trick so the coop as a whole doesn't default."
286,formal system slow still quick informal system,"The formal system is slow, but it's still quicker than the informal system!!"
287,informal system might give seed want might high quality seed might even later financier get finance somewhere else credit union least guarantee provision certify seed requirement get credit,"Also the informal system might not give you the seeds you want, they might not be high quality seeds, they might be even later because the financiers themselves have to get financed from somewhere else Credit union at least guarantees the provision of certified seed, because that's a requirement of getting credit."
288,note think use certify seed mean provide part unclear,"[Note: I think just because you have to use certified seed doesn't mean that it will be provided, this part was unclear]."
289,credit issue induce conflict within cooperative sometimes decide go way,"Loan issues induce conflict within cooperatives, and sometimes they all decide to go their own way."
290,pay credit conflict within community,"If you don't pay back, there's conflict within the community."
291,harvest time cooperative collect yield farmer store headquarters take corresponding credit farmer yield leave remain farmer,"At harvest time, the cooperative has to collect ALL the yield from farmers and store in headquarters; then they take all the corresponding credit from each farmer's production and leave the remaining to each farmer."
292,might keep two bag must pay credit credit first,"e.g. you might keep two bags, but you must pay back credit first."
293,discussion central bank regulation really understand,Discussion of central bank regulations that I didn't really understand!
294,finance line bank choose support startup cost subsidize credit farmer new harvester,"Financing line in any bank they choose, to support startup costs and subsidize through credit for farmers, e.g. for new equipment, etc."
295,french afd,", French (AFD)."
296,powerful enough influence farm behavior,Some are powerful enough to influence farm behavior.
297,example usaid project work miller difficulty access paddy establish program farmer miller trader,"For example, the USAID project was working with millers who were having difficulty accessing paddy, so they established a program with farmers, millers and traders."
298,farmer get credit credit union miller get access paddy credit usaid miller sell trader pay credit credit union farmer,"Farmers get credit from credit union, millers get access to paddy and credit from USAID, millers sell through traders and then pay back the credit union for farmers."
299,decision making conform rule farmer want profit,Decision-making conformed to the rules because farmers want the profit.
300,amount credit input pretty small,Amount of credit for input is pretty small.
301,improve system farmer need push get access harvester,"For improving the system itself, farmers need to be pushed to get access to equipment."
302,credit union make program subsidize harvester cost farmer pay credit million whatever,"Credit union makes a program to subsidize 20 or 30% of equipment cost, so farmers pay back only 70% of 40 million or whatever."
303,afrique institution long term credit support state,Afrique is an institution that does longer-term loans supported by the state.
304,depend aez,It depends on the AEZ.
305,delta zone lot influence ngo extension agency educate farmer farmer organize professionally influence policy cooperative strong leader good enough aggregated land probably go get credit,"If you're in the Delta zone where there's a lot of influences from the NGOs and the extension agencies and more educated farmers, where farmers organize themselves professionally and influence policy; if the coop is strong and the leaders are good and there's enough aggregated land then you're probably going to get credit."
306,past fail recoup credit delta delta farmer know important credit recognize potential punishment default happen much,"In the past they failed to recoup loans in the Delta, but now that the Delta farmers know how important credit is and because they recognize the potential punishment during default, it doesn't happen so much."
307,prd french project aim build irrigation rice,3 PRD was a French project aiming to build irrigation for rice.
308,ha call small private enterprise,"If you have up to 20 ha, they call you a small private enterprise."
309,call intermediate,20 - 100 they call intermediate.
310,,200
311,name,#NAME?
312,cover cost intermediate high category small enterprise,"Covering 80% of the costs as intermediate, 90% as high category, 40% for small enterprise."
313,lot attrition kind program,There's a lot of attrition in these kinds of programs.
314,big disaster bad year government erase credit debt especially near election,"If there's a big disaster or bad year, the government erases credit debt (especially near elections!!!)"
315,farmer take advantage,Some farmers take advantage of this.
316,farmer organize prepare plant good record,"If farmers are organized, prepared to plant, have good records, etc."
317,probably credit,then they probably have credit.
318,might see farm everyone work individually struggle get fertilizer know credit,But you might see farms where everyone is working individually and they're struggling to get fertilizer and you know they don't have credit.
319,look density service provider,Can also look at the density of service providers.
320,presence big leader,Or the presence of big leaders.
321,right type land irrigated system people land suitable,Or if you have the right type of land but for irrigated system most people's land is suitable.
322,horticulture need right type soil,But for tomatoes you need the right type of soil.
323,far plot principle source water,How far is your plot from the principle source of water.
324,everyone day water distribution far away might late get access might determine crop grow,"Everyone has their own day for water distribution; if you're far away, then you might be late getting access, which might determine the crops you grow."
325,cooperative leader really direct area might influence crop switch one crop another information fertilizer oh leader grow horticulture maybe follow,"Coop leaders don't really direct what the area is, but they might influence what to crop, how to switch from one crop to another; they have information about fertilizer, etc.. Oh, the leader is growing onion, so maybe I will follow."
326,cooperative leader participate inter profession organization farmer miller trader banker trade information pressure government,"Coop leaders participate in the inter-profession organizations (farmers, millers, traders, bankers) who trade information and pressure the government."
327,farmer organization basically go strike thing like land tenure like go stop season track want give land agribusiness,"Farmers in these organizations can basically go on strike over things like land tenure they can be like, We're going to stop the season in its tracks if you want to give our land to agribusinesses."
328,top thing make decision farmer crop gon na grow,Top 5 things to make a decision as a farmer about what crop you're gonna grow and why:1.
329,,2
330,sell appropriate way lose money go shift another crop,"If they sold the appropriate way and lost money, they're going to shift to another crop3."
331,,4
332,need know cost different input depend cost yield especially beginning cropping season need get input start crop,"Need to know the costs of the different inputs depending on the costs of production, especially in the beginning of the cropping season, because you need to get the inputs before you start cropping."
333,need enough money first input need land preparation water access seed,"Need enough money just for the very first input needs, e.g. land preparation, water access, and seed."
334,,5
335,labor irrigated system require lot labor use harvester probably expensive,Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.)
336,sometimes family enough labor hire labor,Sometimes your family isn't enough labor so you have to hire labor.
337,might enough money hire labor covid might make difficult nobody move harvester,"You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are."
338,often temporary migration srv pandemic,Often there's temporary migration into the SRV but not during the pandemic.
339,sugar cane yield happen time competition,Sugar cane production happens at the same time so there's competition.
340,national agency aim regulate producer fix date limit import,National agency that aims to regulate the producers by fixing dates to limit imports.
341,producer sell import come,This is so producers can sell before imports come in.
342,mainly horticulture vegetable,This is mainly for onions and for some other vegetables.
343,horticulture industry work farmer buy local yield even though always capable buy yield still good market,"But for tomatoes, there's an industry working with farmers to buy local production, and even though it's not always capable of buying all the production, there's still a good market."
344,horticulture farmer cooperative lobby pressure government grace period harvest import stop month domestic producer sell import allow,"But for onions, the farmers being in cooperatives, they lobby to pressure the government for a grace period after harvest where imports are stopped, e.g. a month in which domestic producers can sell before imports are allowed."
345,agency ministry trade cooperation ministry agriculture,"This agency is under the ministry of trade, with cooperation from the ministry of agriculture."
346,agency horticulture crop,This agency is all for horticulture crops.
347,similar agency rice rice open market,No similar agency for rice because rice is open market.
348,effort promotion local rice sometimes increase tax rate importer rice mechanism quite different horticulture import market,"There's some effort for promotion of local rice, and sometimes they increase the tax rate of importers for rice, but the mechanism is quite different than the onion import market."
349,buy proportion local rice allow buy international rice,have to buy a proportion of local rice before they're allowed to buy international rice.
350, case anymore produce enough domestic consumer urban consumer shift towards local rice,"But this isn't the case anymore because they don't produce enough for domestic consumers, and also urban consumers are shifting towards local rice."
351,senegal two different market whole grain locally grow break rice important come asia,"Senegal has two different markets: whole grain (locally grown) and broken rice (most important, coming from Asia.)"
352,horticulture grower cooperative nation wide power pressure government,Onion Growers' Cooperative is nation-wide so they have the power to pressure the government.
353,srv yield podor niaye zone main horticulture zone horticulture dakar st louis,"Most of them are in the SRV because most production is in Podor, but there's also the Niaye zone that's the main horticulture zone that has onion too (Dakar to St. Louis)."
354,farmer pov good cultivar one high yield,"From the farmer POV, the best cultivar is the one with high yields."
355,factor might high yield good pest resistance,But that's not the only factor; you might have high yields but not good pest resistance.
356,farmer focus good yield way increase yield volume thus income,But farmers focus on the good yields because that's the way they can increase production volume and thus income.
357,rice sell base cultivar fix variety well,"Rice doesn't sell based on cultivar, it's fixed over all varieties, so the more the better."
358,however consider length cycle,"However, they also consider the length of the cycle:"
359,farmer choose short cycle crop late make time,"Farmers choose short cycle if they crop late, because then they can make up time."
360,another factor resistance weed bird resistance bird length grain whether protect though thing really bird resistant cultivar,Another factor is resistance to weeds or birds but resistance to birds is about the length of the grain and whether it's protected (though there's no such thing as a really bird resistant cultivar.)
361,yield cycle quality term soil weed resistance bird,"Yield, cycle, quality in terms of soil and weed resistance, and birds."
362,people prefer mostly sahel market,But people prefer mostly Sahel-108 because of the market.
363,good yield suitable consumer dish prepare might issue sell,"If you have good yields but it's not suitable to the consumers' dish to prepare, you might have an issue selling."
364,difficult consumer tell whether rice aromatic unless label interest consumer,"It's difficult for consumers to tell whether rice is aromatic or not, unless there's a label to interest the consumer."
365,people prefer aromatic rice,Some people prefer aromatic rice.
366,cultivar choice vary zone,Cultivar choice varies between zones.
367,base market orientation,It's based on market orientation.
368,close big city like st louis dakar pay attention consumer preference far away sell locally,"If you're close to the big cities like St Louis and Dakar, you have to pay attention more to the consumer preference than those who are far away and sell locally."
369,podor towards upper upper upper valley urban produce area exist city make local rice,"In Podor towards the Upper Upper Upper Valley, it's the urban-producing area because there do exist cities, but they're making local rice."
370,towards st louis produce urban consumer market,"But once you're towards St. Louis, you're producing for the urban consumer market."
371,cooperative try information consumer preference get sae research researcher come promote cultivar,Cooperatives try to have information about consumer preferences which they get from SAED research and also researchers coming to promote their own cultivars.
372,much word mouth research workshop,"Much of it is word of mouth through research workshops, etc."
373,extension agent formal mechanism inform farmer cultivar consumer preference,Extension agents are the formal mechanism for informing farmers about cultivars and consumer preferences.
374,another constraint,That's another constraint.
375,seed producer want produce cultivar interesting farmer,Seed producers want to produce the cultivars that are interesting to farmers.
376,may guess think people want farmer want plant something else may find seed,"They may guess through what they think people want to do, but if farmers want to plant something else, they may not find the seed."
377,way make well guess,That way they can make a better guess.
378,seed operator highly concentrated delta zone farmer may determine variety portfolio,"The seed operators are highly concentrated in the Delta zone, so those farmers may determine the variety portfolio."
379,hard game,That's a very hard game.
380,lot research end decide think would happen base happen,They did a lot of research but ended up deciding themselves what they thought would happen based on what's happened before.
381,base demand last three year quarter yield sahel,"Based on demand during these last three years, a quarter of production will be Sahel-108."
382,formal demand process,There's no formal demand process.
383,farmer always show late ask specific type seed,Farmers always show up late to ask for specific types of seed!
384,operator usually tailor zone usually produce delta,"Operators usually don't tailor for zones, they usually produce for Delta."
385,go somewhere small operator might get limited non diverse supply,"If you go somewhere with small operators, you might get a limited and non-diverse supply."
386,delta diversity operator big numerous,In Delta there's more diversity because the operators are bigger and more numerous.
387,farmer use save seed market seed improve seed since get credit credit bank bank require farmer use improved seed,"Some farmers used to save seed ( market seed not improved seed) but since they now get loans from the credit bank, the bank requires that farmers use improved seeds."
388,rainfed zone farmer still save seed,In the rainfed zone farmers still save seed.
389,farmer go without credit use seed buy market improve,Farmers that go without credit use their own seeds or buy from the market (not improved).
390,majority access credit,Few of them do that because the majority have access to credit.
391,guess base factor list market tendency,"He guesses, based on the factors he's listed and the market tendency."
392,sometimes high demand type cultivar enough dip remain stock last year,"Sometimes if there's high demand for a type of cultivar and there's not enough, then you have to dip into the remaining stock from last year."
393,note good summary minute modeler zone little sorry,"(Note, this was a good summary at about 36 minutes in for the modelers, but I zoned out a little, sorry!)"
394,"diagram time 

 harvest factor consider"," Diagram time During harvest, there's a few factors to consider."
395,majority ask harvester ready harvest,"For the majority, you have to ask if you have equipment ready to harvest."
396,choice depend different factor,This choice depends on different factors:
397,willing harvest rapidly bird attack damage speed timeline wet dry humidity paddy mean might lose harvester labor cheap harvester,"Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment."
398,another factor availability service provider sometimes lot demand around zone available delta zone,Another factor is availability of service providers sometimes there's a lot of demand around the zone and they're more available in the Delta zone.
399,bird,the birds.
400,final factor need credit credit get new credit want harvest fast credit fast,"A final factor is that you need to repay your loans before you can get new credit, so you want to harvest faster so you can repay faster."
401,labor pay th yield harvester,"For labor, you pay 1 10th of your production for a harvester."
402,use harvester top cost,"If you use a thresher on top of that, that costs 18%."
403,debate plot small ha people say take labor good way high yield yield,"There's a debate: Because most plots are small (0.5 ha), people say taking labor is the best way of having high yield production."
404,use harvester tiny plot sometimes lose yield use labor,"If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor."
405,other say harvester produce clean fast high quality paddy without bunch weed labor take time,"But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time"
406,sandy weedy paddy,"and it's sandy, weedy paddy."
407,debate scientist technician,It's a debate between scientists and technicians.
408,dr fall believe small plot good use labor labor harvest time,"Dr. Fall believes that if you have a small plot, it's best to use manual labor if you harvest on time."
409,big plot way harvest time labor,"If you have a big plot, there's no way you can harvest it all on time by labor!"
410,unfortunately everybody want harvest last moment service provider available,"Unfortunately, everybody wants to harvest at the last moment, and then there's no service providers available."
411,another factor labor get expensive crop harvest export market compete,Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.
412,past people use animal traction,In the past people use animal traction.
413,podor type soil appropriate,"In Podor, the type of soil is appropriate for that."
414,nowadays diminish,Nowadays that's diminishing.
415,either use big machine small one depend price availability size plot,"You either use the big machine or the small one, depending on their prices and availabilities and the size of your plot."
416,sometimes people like use big machine matter size plot,Sometimes people just like to use the big machines no matter the size of their plots!
417,research always advise small plot use small machine,But the research is always advising that small plots use small machines.
418,plot size vary zone though much,"Plot size varies between zones, though not much."
419,less ha delta zone go along upper delta irrigated scheme diminishe size get small,"More or less it's between 0.5 ha and 3 or 4 in the Delta zone, but as you go along the Upper Delta the irrigated scheme diminishes and the sizes get smaller (0.5 - 1.5)."
420,delta might find farmer even ha though,"But in Delta you might find a farmer with 10 or even 20 ha, though there are very few."
421,average size delta,Average size is 0.5 to 1.5 in Delta.
422,labor farmer always use family labor,"For labor, farmers are always using family labor."
423,seed harvesting mostly come hire labor,"But for seeding and harvesting, it mostly comes from hired labor."
424,hire labor mostly come rainfed zone hire labor covid,"Hired labor mostly comes from the rainfed zone, which is why there was no hired labor during COVID-19."
425,different labor demand srv,There's different labor demands in the SRV:
426,horticulture industry rice industry miller export horticulture,"Tomato industry, rice industry, millers, export horticulture."
427,seed period harvest period labor need various industry competition,"There's seeding periods, harvest periods, where labor is needed in various industries and there's a competition."
428,time year like rice season rice,"There are other times of the year, like rice season, where there's only rice."
429,harvest time rice harvest rice correspond seed period horticulture cropping,"But during harvest time for rice, harvest for rice corresponds to seeding period for horticulture croppings."
430,farm need labor horticulture may compete farm need harvest labor,"So if those farms need labor for horticulture, they may compete with farms that need harvest labor."
431,top rainy season come laborer return rainfed zone plant crop,"On top of this, when the rainy season comes, some laborers have to return to rainfed zone so they can plant their own crops!"
432,less labor available srv rainy season,This is why there's less labor available in the SRV during the rainy season.
433,competition agribusiness small farm labor agribusiness take labor need high,"There's competition between agribusiness and small farms for labor, but the agribusinesses don't take all of the labor, their needs just aren't that high."
434,agribusinesse like horticulture canning industry regular labor,Also agribusinesses like the tomato canning industry have their own regular labor.
435,hire temporary labor period like seed harvesting still room small farmer,"They'll hire temporary labor for periods like seeding and harvesting, but there's still room for small farmers."
436,farmer really need hire labor harvesting planting period may able rely family labor,"Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor."
437,dr fall give labor high weight shift rainy hot dry rice,Dr. Fall wouldn't give labor a high weight in the shift from rainy to hot dry for rice.
438,seed large constraint la vol do one hectare three people two day think fling seed everywhere,"Seeding is not a large constraint because they do it la vol e , which can be done for one hectare with three people in two days (I think this is just flinging seeds everywhere)."
439,planting straight line take long people way labor push farmer change plan,"Planting in straight lines takes longer, but most people don't do it that way so labor wouldn't push farmers to change their plans."
440,labor scarcity bad rainy season labor go credit farm,Labor scarcity is the worst during the rainy season because migrants go back to their own farms.
441,something else horticulture competition right catch,(Something else about horticulture competition right after this but I didn't catch it.)
442,harvester need two people one drive one guide matter number hectare,"If you have machinery, you just need two people: One to drive, one to guide, no matter the number of hectares."
443,one hectare half day machine hour,"If you have one hectare, it's half a day for a machine to do it, 4 - 5 hours."
444,cost,Then it costs 18%.
445,go labor labor might take three people three day hr day harvest one hectare,"But if you go for manual labor, it might take three people three days (8 hr a day) to harvest one hectare."
446,depend soil level yield,"But it also depends on the soil you have, the level of your production."
447,oh,"Oh,"
448,yeah,yeah!
449,hot dry season watch incoming rain,"During the hot dry season, you have to watch out for the incoming rains."
450,rain start might lot damage crop,"If the rains start, it might do a lot of damage to your crop."
451,another question whether humid dry paddy,Another question is whether you have a humid or dry paddy.
452,service provider need check agree harvest,Service providers need to check before they agree to harvest.
453,farmer close mali mauritania may hire labor country time mali,Farmers close to Mali and Mauritania may hire migrants from those countries (most of the time Mali.)
454,may come upper upper upper valley,And they may also come from Upper Upper Upper Valley.
455,come casamance kaolack,But most come from Casamance and Kaolack.
456,dr fall check we,Dr. Fall will check on this for us.
457,opinion always use harvester,"In his opinion, 85% are always using machinery."
458,harvest late time go labor,It's because they harvest late and they don't have time to go for labor.
459,unless get provider go machine,"Unless they can't get a provider, they go for the machine."
460,differ slightly zone say would say delta might rest zone,"It differs slightly between zones, he says if he would say 85% for Delta, it might be 80% for the rest of the zones."
461,rice byproduct majority farmer use leave field,Rice byproducts: The majority of farmers used to leave it in their fields.
462,nowadays improve income,But nowadays they have to improve their income
463,know livestock consume byproduct big trade delta byproduct,"and they know that livestock consume byproducts, so there's a big trade in Delta for byproducts."
464,part leave let livestock graze,"But in other parts, they leave it there and let their livestock graze on it."
465,industry use byproduct produce charcoal electricity case industry come glean free,Some industries are using the byproduct to produce charcoal and electricity but in that case the industries come to glean it for free.
466,rice miller diversify activity use husk rice generate biofuel,There's a rice miller who diversified his activities to use the husks of rice to generate biofuels.
467,farmer return soil organic matter,Very few farmers return it to the soil for organic matter.
468,farmer experiment soil improvement dr fall hear like one two people,"Some farmers are experimenting with this for soil improvement, but Dr. Fall has heard about like, one or two people who do this."
469,burn leave livestock give livestock people biofuel collector,"Most of them burn it, or leave it for livestock, or give it to livestock people and biofuels collectors."
470,buy batteuse asi mini harvester,Some of them buy batteuse-ASI (mini-thresher).
471,big one cost million cooperative,But the big ones cost millions and very few coops own them.
472,ngo go type service provision either,NGOs aren't going into this type of service provision either.
473,hot dry,Hot dry
474,ssc th february march april may june rice,"(SSC): 15th of February, March, April, May, June (rice)"
475,rainy hivernage mid june july rain start mid june climate change later around mid october appropriate rice peanut,Rainy (hivernage): Mid-June July (rains should start mid-June but with climate change it can be later) through around mid-October (appropriate for rice and peanut)
476,"cold dry ssf end november december beginning february horticulture 

 rainy season vary mid june sept july mid october depend rain",Cold dry (SSF): End of November   December into beginning of February (horticulture)Rainy season can vary between mid-June - Sept or July through mid-October depending on the rains.
477,interested farming system crop maturation come late june july,"If you're just interested in the farming system and crop maturation, come in late June or July."
478,want see cropping transition cold dry rainy come april may june make sense,"But if you want to see the cropping transition between cold dry and rainy, coming in April, May or June makes more sense."
479,could see horticulture harvest around january early february would see lot farm horticulture horticulture,We could see horticulture harvests around January and early February (we would see a lot of farms doing onions and tomatoes).
480,care miller would come around april would see rice farm commercialization cold dry horticulture crop,"If we just care about millers, etc., we would come around April where we would see rice on the farm and the commercialization of cold dry horticulture crops."
481,feb april would see remnant commercialization horticulture horticulture plus growth hot dry rice,"Feb-April we would see the remnants of commercialization of onions and tomatoes, plus the growth of hot dry rice."
482,besides bulletin many conference paper work presentation come research colleague throughout season,"Besides the bulletins, there are many conference papers and work presentations coming from research colleagues throughout the season."
483,bulletin research,There are bulletins from ISRA
484,national yearly basis summarize research result,but they're national and on a yearly basis summarizing research results.
485,every time cropping season end agriculture agent prepare next season lot meeting rice promotion market access,"Every time a cropping season ends, all the agriculture agents are preparing for the next season, so there are a lot of meetings about rice promotion, market access, etc."
486,daily meeting,These are daily meetings!
487,go crop credit input need,"Who's going to crop, what credit and input is needed, etc."
488,get information extension bank,You'll get information from extension and banks.
489,dr fall meeting research regional director well part rice committee collect question farmer decide respond,Dr. Fall is in these meetings because he is ISRA's regional director as well as part of the rice committee that collects questions from farmers and decides how to respond to them.
490,actor st louis come research let know plan,Actors in St Louis come to ISRA to let him know what they're planning on doing.
491,first tuesday every month regional meeting head service organization talk plan next month,First Tuesday every month there's a regional meeting of the heads of service organizations to talk about what they're planning on doing for the next few months.
492,meeting service explain plan,"During this meeting, each service has to explain what they've been doing and what they plan to do."
493,para statal service link ministry agriculture,Para-statal services that have links with the ministry of agriculture.
494,government make periodical agricultural report get information research associate,"The government has to make periodical agricultural reports, so they get information from ISRA and associates."
495,report meeting public,These reports and meetings are public.
496,research para statal salary come government dedicate inform government problem exist,ISRA is para-statal because the salaries come from the government and they're dedicated to informing the government on which problems exist and what to do about them.
497,sae bulletins hivernage confirm wet season document publish september season,"SAED bulletinsHivernage confirmed to be wet season, document published in September (during the season)."
498,read bulletin look release,"When reading the bulletins, look at when they're released."
499,point sur category list content bulletin,"Then, under the Point Sur category, they list the content of the bulletin."
500,past report hot dry cold dry happen september,They have the past reports for hot dry and cold dry which happened before September 2021.
501,every bulletin take three season make year two past one progress,"Every bulletin takes three seasons to make the year, two in the past and one in progress."
502,wet season mark even end october future bulletin contain next season start,"The wet season is marked as 2021 2022 because even if it ends in October, future bulletins will contain the next season that starts in 2022."
503,rule thumb take first year basic year count statistic,"Rule of thumb: Take the first year as the basic year (e.g. 2021), which is counted as the statistics."
504,look first page table,Looking at the first page and table.
505,dr fall say say volume credit volume credit last year,Dr. Fall says it says that the volume of credit for 2021 is only 35% of the volume of credit in the last year.
506, bad,Isn't that bad!
507,yes bad,"Yes, it's bad!"
508,unexpected expect area cultivate would increase unfortunately case,"It was unexpected they expected that the area cultivated would increase, and unfortunately that wasn't the case."
509,mean either cropping area reduce farmer credit last season get much credit,"This means that either the cropping area has reduced, or farmers didn't repay the last season and they didn't get as much credit."
510,really want know go check land cultivate last year compare area cultivate year,"If we really want to know what's going on, we have to check the land cultivated during last year compared to the area cultivated this year."
511,way check land cultivate reduce come covid people might get credit crop,"That way we can check if land cultivated has reduced we just came from COVID, so people might not be getting credit to crop."
512,credit disbursal depend farmer credit farmer willingness crop,So credit disbursal depends both on farmer reimbursement and also farmer willingness to crop more.
513,bank give money,( The bank is here to give money! )
514,later bulletin talk credit september,Later in the bulletin it talks about reimbursement for September.
515,dr fall see credit rate say bank need recommend rate credit,"Dr. Fall sees the reimbursement rate of 52%, and says that the Bank needs 92% + as a recommended rate of reimbursement."
516,say september rice hot dry may yet sell might increase,"He says in September the rice from hot dry may not yet have been sold, so 52% might increase."
517,dr fall say number indicate low volume credit season certainly partly due low credit rate,Dr. Fall says these numbers indicate the low volume of credit for this season is certainly partly due to the low reimbursement rates.
518,bulletin describe bad credit situation stock paddy sell bank money,The bulletin describes the bad credit situation: There's a stock of paddy but it hasn't been sold so the bank doesn't have its money.
519,late labor due covid restriction movement,Late labor due to COVID restrictions on movement.
520,harvest delay due restrict access labor harvester,Harvest delays due to restricted access to labor and equipment.
521,rice gets collect union cooperative seek trader count payment paddy sell bank credit,"Then the rice gets collected by unions cooperatives, who seek traders but it doesn't count as payment until the paddy is sold and the bank is reimbursed."
522,sometimes cooperative delay paddy look high price,Sometimes the cooperative is delaying on the paddy looking for a higher price!
523,hope credit,He hopes for more reimbursement.
524,credit kind become rare often farmer sell paddy,Reimbursement in kind is becoming rare; more often farmers sell the paddy.
525,naatal mbay system farmer sell miller credit bank guarantee paddy give farmer would use automatically miller credit credit bank,"The Naatal Mbay system has farmers sell to millers who reimburse to the banks, which was a guarantee that the paddy given by the farmers would be used automatically by millers to repay credit to the bank."
526,miller take paddy farmer farmer credit credit,"When millers take paddy from farmers, the farmers have repaid their credit."
527,let look november bulletin,Let's look at the November bulletin!
528,nov,23 - Nov - 2021.
529,look credit table note horticulture,We're looking at the reimbursement table again (note: for onions!!).
530,average richard toll st louis,"The average now is 98% for Richard Toll, up to 100% to St. Louis."
531,dr fall emphasize number evolve time credit credit three month,Dr. Fall emphasizes how the numbers evolve over time with repaid credit over three months.
532,since people harvest june late july take roughly month collect debt,"Since people harvest in June or late July, it takes roughly 3 months to collect debts."
533,bulletin say remain credit come credit credit horticulture suppose pay june six month horticulture harvest full credit credit,"The bulletin says the remaining credit comes from credit loaned on onions, which is supposed to be paid by June six months between onion harvest and full credit reimbursement!"
534,one thing learn make sure know crop table talk,One thing we've learned: Make sure you know which crop the table is talking about.
535,table rice table show expect hectare around within two month rainy season,"The table for rice (Table 3) shows that expected hectares is around 56%, within two months of the rainy season."
536,last column taux r alisation represent percentage forecast green actually realize,The last column (Taux R alisation) represents what percentage of the forecast (green) was actually realized.
537,government think people would plant twice much area,So the government thought people would plant twice as much area as they did.
538,number represent government expect beginning season hope expect,"The numbers represent what the government expects at the beginning of the season (not hope, expect.)"
539,know area farmer expect planting increase decrease accordingly,They know the area and the farmers so they expect planting to increase or decrease accordingly.
540,dr fall say prediction november document bad prediction,"Dr. Fall says the predictions in the November document are very, very, very bad predictions."
541,sae basis forecasting several criterion,SAED bases forecasting on several criteria.
542,dr fall think could well prediction,Dr. Fall thinks he could do better with these predictions.
543,say give extension credit nobody know predict global pandemic,He says to give SAED some credit because nobody knows what to predict in a global pandemic!
544,last year covid bird attack incoming political campaign parameter sae access control,"Last year there wasn't just COVID, there were bird attacks, incoming political campaigns and other parameters that SAED didn't have access to or control over."
545,think dr fall say,I think this is what Dr. Fall said.)
546,government always defend ag,The government will always defend its ag.
547,program well seed,"program (we have better seeds, etc.)"
548,increase subsidy input access high paddy price make farmer happy,"and increase subsidies, input access, higher paddy price to make the farmers happy."
549,hand sometimes try cheat use false information ,"On the other hand, sometimes they try to cheat using false information we do this and that, when they don't."
550,dr fall say might extension project big win government forecast show farmer willing produce self sufficiency within reach,Dr. Fall says it might be that SAED was projecting a big win for the government in its forecasts to show that farmers are willing to produce and that self-sufficiency is within reach
551,course work covid,but of course that didn't work out during COVID.
552,might political interest behind wildly bad prediction,So there might be political interests behind this wildly bad prediction.
553,lac de guerre new area irrigated rice,It's for Lac de Guerre which has a new area for irrigated rice.
554,dr fall say area datum collect small,Dr. Fall says the area data is being collected for is very small (2700)
555,hard accurate,so it's not hard to be accurate.
556,hand bakel rate bad,"On the other hand, Bakel's rate is very bad."
557,bakel far away much irrigated infrastructure,Bakel is very far away and they don't have much irrigated infrastructure.
558,forget people get access program,They're not forgotten people but don't get access to programs.
559,note,NOTE:
560,think indicate sae collect datum credit disburse irrigation exist,I think this indicates that SAED only collects data for which credit is disbursed and or irrigation exists.
561,explain hectare bakel always tiny,This explains why the hectares for Bakel are always so tiny.
562,look credit high expect,We look at the reimbursements and they are now higher as expected.
563,get bank department work directly sae,"They get it from the bank itself, which has a department working directly with SAED."
564,sae confirm farmer useable land credit credit bank wants sae pressure farmer credit credit need give information extension,"SAED confirms that farmers have useable land and can repay credit, and the bank wants SAED to pressure farmers to repay loans, so they need to give information to SAED."
565,tell sae much money need credit four delegation srv divide bank,They'll tell SAED how much money needs to be repaid by the four Delegations that the SRV is divided up into by the bank.
566,dr fall confirm datum accurate,Dr. Fall confirms the data are very accurate.
567,september bulletin say shortage fertilizer,"In the September bulletin, it says there's a shortage of fertilizer."
568,dr fall confirm bad,Dr. Fall confirms this is bad.
569,government program enough cover need come late distribution even,The government program isn't enough to cover need; it comes late; and the distribution is not even.
570,people suppose get input get big religious farmer get input,"The people who were supposed to get the inputs don't get them, and the big and religious farmers are getting all the inputs."
571,know farmer get fertilizer know pass point ought use already improve crop,"If you know farmers haven't gotten fertilizer, and you know that you've passed the point where it ought to have been used already, then it won't improve the crop."
572,subsidy program bank give credit fertilizer,"When you're in the subsidy program, the bank gives you credit for fertilizer."
